Bug ID,Bigrams
519881.0,"['compiler compiler', 'compiler process', 'internal compiler', 'compiler ast', 'lang nullpointerexception']"
519892.0,"['happened error', 'error details', 'dom process', 'dom binding', 'dom resolve']"
519953.0,"['eclipse platform', 'eclipse workspace', 'data eclipse', 'eclipse core', 'line arguments']"
519984.0,"['normal except', 'core launch', 'launch launch', 'ui debug', 'debug internal']"
520208.0,"['message plug', 'cdt ui', 'installed features', 'ui message', 'debug perspective']"
520341.0,"['exception stack', 'problem activate', 'reflect method', 'main run', 'main invoke']"
520365.0,"['internal ide', 'internal app', 'internal workbench', 'history recorder', 'ide application']"
520452.0,"['bootloader constants', 'dom resolve', 'constants os', 'dom binding', 'problem go']"
520832.0,"['attachment sources', 'build sources', 'dom ast', 'use java', 'compiler ast']"
521446.0,"['compiler lookup', 'lookup lookup', 'issue use', 'attachment code', 'top part']"
521909.0,"['widgets event', 'swt widgets', 'linux windows', 'core commands', 'following problem']"
522569.0,"['two exports', 'multiple source', 'module info', 'core entries', 'generated module']"
524659.0,"['util zip', 'compliance unzipping', 'elapsed process', 'packages global', 'source zip']"
525287.0,"['repository items', 'comparison method', 'internal app', 'internal error', 'equinox internal']"
525360.0,"['java product', 'java lang', 'stack java', 'package java', 'java base']"
525388.0,"['reported via', 'ui org', 'xtext ui', 'workbench org', 'expressions property']"
525419.0,"['javax annotation', 'jdk set', 'command line', 'line arguments', 'jdk today']"
525543.0,"['jface operation', 'workspace checkpoint', 'change platform', 'platform resource', 'eclipse jface']"
525592.0,"['nullpointerexception null', 'reports inbox', 'inbox created', 'lang nullpointerexception', 'error reports']"
525661.0,"['installer installer', 'internal installer', 'installer exe', 'core runtime', 'vmware fusion']"
525770.0,"['internal error', 'error internal', 'org codehaus', 'downloaded error', 'codehaus plexus']"
525891.0,"['core commands', 'eclipse core', 'endless wait', 'listener finished', 'update listener']"
526045.0,"['epp package', 'eclipse epp', 'package java', 'additional info', 'core groups']"
526208.0,"['eclipse jdt', 'launchers start', 'jdt launching', 'internal ui', 'internal core']"
526408.0,"['jdt internal', 'equinox internal', 'internal app', 'files lines', 'internal ui']"
526694.0,"['bug report', 'long known', 'known bug', 'tree editor', 'blue lines']"
526735.0,"['eclipse plugin', 'plugin org', 'command line', 'data eclipse', 'eclipse help']"
526791.0,"['launcher launcher', 'eclipse jdt', 'sun launcher', 'play java', 'jdt launching']"
526792.0,"['updates via', 'g installing', 'feature org', 'id updater', 'build id']"
526811.0,"['intro css', 'css marketplace', 'jface resource', 'ui internal', 'platform org']"
526922.0,"['registry configuration', 'services source', 'axis configuration', 'internal services', 'org apache']"
527011.0,"['compare compare', 'ui compare', 'core dom', 'compare java', 'position init']"
527091.0,"['parameter list', 'automatically created', 'actual behaviour', 'example web', 'parameters used']"
527116.0,"['lookup lookup', 'process stops', 'epp package', 'build process', 'events build']"
527188.0,"['value diff', 'invalid value', 'git config', 'vendor oracle', 'java vendor']"
527670.0,"['jdt core', 'arrays stream', 'dialogs dialog', 'move another', 'move move']"
527707.0,"['error reports', 'visit problems', 'automated error', 'epp internal', 'error reporting']"
527796.0,"['arch ws', 'ws gtk', 'preference preference', 'jface util', 'linux ws']"
527962.0,"['schedule return', 'create plug', 'revealed due', 'sometimes breaks', 'new java']"
528073.0,"['also contains', 'java versions', 'new java', 'file also', 'another resource']"
528360.0,"['understood surefire', 'class using', 'folder src', 'src main', 'test class']"
528459.0,"['event event', 'eclipse emf', 'events event', 'eclipse ui', 'application ui']"
528725.0,"['compiler jar', 'jdt compiler', 'jdt jar', 'misc launcher', 'main caused']"
529005.0,"['reported via', 'reporting message', 'error reporting', 'osgi internal', 'java lang']"
529160.0,"['programming code', 'java search', 'java vendor', 'java version', 'version java']"
529168.0,"['dependency manually', 'works fine', 'internal junit', 'org junit', 'adding org']"
529176.0,"['vendor oracle', 'compiler scope', 'oracle corporation', 'java nullpointerexception', 'compiler ast']"
529330.0,"['data thank', 'message problems', 'git staging', 'visit problems', 'inbox created']"
529343.0,"['java util', 'java lang', 'java version', 'pde api', 'tue jan']"
529348.0,"['type release', 'build type', 'cmake g', 'events build', 'internal events']"
529387.0,"['jdt internal', 'internal navigator', 'internal ui', 'ui internal', 'internal core']"
529471.0,"['build id', 'static final', 'initializer method', 'compiler produces', 'switch table']"
529521.0,"['exception worked', 'cdt make', 'log message', 'eclipse cdt', 'eclipse ui']"
530024.0,"['modules declaration', 'java lang', 'java search', 'search java', 'st java']"
530031.0,"['reflect constructor', 'surefire configuration', 'lang class', 'samples tree', 'junit platform']"
530157.0,"['thread state', 'state runnable', 'swt internal', 'egit ui', 'swt widgets']"
530286.0,"['automated error', 'source code', 'package committers', 'fresh javase', 'org dom']"
530521.0,"['mpc ui', 'ui workbench', 'corporation bootloader', 'realm run', 'workbench swt']"
530524.0,"['director offline', 'offline false', 'mylyn ide', 'dependencies computing', 'xml ui']"
530560.0,"['release build', 'build id', 'util jdt', 'oxygen release', 'version oxygen']"
530765.0,"['org sonatype', 'info eclipse', 'log info', 'org eclipse', 'framework arguments']"
530789.0,"['correct declaration', 'never gone', 'code base', 'problem go', 'false errors']"
530799.0,"['internal app', 'internal ide', 'runtime internal', 'internal reflect', 'equinox internal']"
530934.0,"['services null', 'eclipse services', 'jsonrpc services', 'eclipse message', 'accept eclipse']"
530938.0,"['core runtime', 'runtime internal', 'org runtime', 'runtime adaptor', 'resolve problem']"
531017.0,"['save failed', 'contents const', 'operation lambda', 'ui save', 'actions workspace']"
531278.0,"['info java', 'workspace seems', 'eclipse seems', 'java files', 'rather largish']"
531325.0,"['generation get', 'ui internal', 'realm run', 'eclipse ui', 'observable realm']"
531387.0,"['bootloader constants', 'command line', 'tool suite', 'branding command', 'problem error']"
531400.0,"['mtl file', 'text file', 'dsl metamodel', 'file c', 'thread main']"
531446.0,"['created attachment', 'two workspaces', 'eclipse equinox', 'linux linux', 'toolbar icons']"
531494.0,"['error message', 'submission configuration', 'message box', 'guessing maybe', 'details product']"
531637.0,"['jdt core', 'core internal', 'eclipse core', 'epp package', 'java sources']"
531749.0,"['lang nullpointerexception', 'get method', 'eclipse jdt', 'lookup scope', 'eclipse internal']"
531794.0,"['working sets', 'version photon', 'jface java', 'sets java', 'jface viewers']"
531831.0,"['still remain', 'jdt core', 'jdt annotation', 'annotation src', 'loading jdt']"
532159.0,"['lang array', 'right click', 'sun nio', 'com sun', 'java lang']"
532281.0,"['switched default', 'launching launching', 'ws nl', 'jobs worker', 'default jre']"
532392.0,"['java lang', 'stack trace', 'trace java', 'framework arguments', 'markers markers']"
532404.0,"['event event', 'select non', 'model application', 'application remains', 'common notify']"
